id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price,volume_24h,historical_trends,sentiment_score,macroeconomic_indicator
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,91340.0,1808713820073.0,1.0,1917411707140.0,33553724907.0,95904.0,91287.0,-2919.2460778198583,-3.09703,-54965008917.16919,-2.94927,19809512.0,21000000.0,21000000.0,108135.0,-15.22396,2024-12-17T15:02:41.429Z,67.81,135091.96673,2013-07-06T00:00:00.000Z,,2025-01-13T11:19:40.707Z,,10000000.0,36669.56239899358,0.5,1.0
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,3107.51,374306538342.0,2.0,374306538342.0,18417247035.0,3327.61,3106.8,-142.90399384059037,-4.39649,-16808806172.720093,-4.29766,120493047.5421975,120493047.5421975,,4878.26,-36.05148,2021-11-10T14:24:19.604Z,0.432979,720391.36927,2015-10-20T00:00:00.000Z,"{'times': 44.49281120686498, 'currency': 'btc', 'percentage': 4449.281120686497}",2025-01-13T11:19:38.876Z,,10000000.0,21598.50582024803,0.5,1.0
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,2.4,138115853288.0,3.0,240198211628.0,5846118740.0,2.56,2.4,-0.0833732059135132,-3.35153,-4668953625.06604,-3.26992,57493120449.0,99986673391.0,100000000000.0,3.4,-28.64572,2018-01-07T00:00:00.000Z,0.00268621,90173.75459,2014-05-22T00:00:00.000Z,,2025-01-13T11:19:36.957Z,,10000000.0,49619.757355547845,0.5,1.0
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.999041,137321790561.0,4.0,137321790561.0,55597165627.0,0.99959,0.999011,-0.0003769635855936,-0.03772,-50275953.27229309,-0.0366,137449718934.4178,137449718934.4178,,1.32,-24.49037,2018-07-24T00:00:00.000Z,0.572521,74.50267,2015-03-02T00:00:00.000Z,,2025-01-13T11:19:37.156Z,,10000000.0,45660.925699517284,0.5,1.0
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,664.46,96887321302.0,5.0,96887321302.0,672658915.0,699.77,664.16,-27.10489067487936,-3.91935,-3833844398.9738007,-3.80639,145887575.79,145887575.79,200000000.0,788.84,-15.37615,2024-12-04T10:35:25.220Z,0.0398177,1676415.48368,2017-10-19T00:00:00.000Z,,2025-01-13T11:19:41.384Z,,10000000.0,17344.704395597455,0.5,1.0
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,177.38,85915677160.0,6.0,105020952673.0,3270868342.0,191.66,177.32,-9.172303672162172,-4.91668,-4400226913.18808,-4.87204,484421188.0200593,592143091.2543296,,263.21,-32.25251,2024-11-23T15:05:59.896Z,0.500801,35506.20093,2020-05-11T19:35:23.449Z,,2025-01-13T11:19:36.598Z,,10000000.0,38674.319662415364,0.5,1.0
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.319165,47056798074.0,7.0,47073215823.0,2182419257.0,0.344811,0.318852,-0.0177008405482235,-5.25457,-2581795201.298752,-5.20119,147552746383.7052,147604226383.7052,,0.731578,-56.20709,2021-05-08T05:08:23.458Z,8.69e-05,368559.98389,2015-05-06T00:00:00.000Z,,2025-01-13T11:19:36.845Z,,10000000.0,28119.54192477394,0.5,1.0
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.9999,45722081993.0,8.0,45772648332.0,3442557483.0,1.0,0.999686,0.00014779,0.01478,-1585742.45728302,-0.00347,45726643902.15002,45777215285.96377,,1.17,-14.73902,2019-05-08T00:40:28.300Z,0.877647,13.92521,2023-03-11T08:02:13.981Z,,2025-01-13T11:19:37.116Z,,10000000.0,17437.42070536696,0.5,1.0
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.908608,32563355588.0,9.0,40860178490.0,936077218.0,0.99971,0.908293,-0.0776177686432149,-7.87018,-2711889928.840744,-7.6878,35862569759.2298,45000000000.0,45000000000.0,3.09,-70.3664,2021-09-02T06:00:10.474Z,0.01925275,4651.33619,2020-03-13T02:22:55.044Z,,2025-01-13T11:19:36.440Z,,10000000.0,17639.697853730766,0.5,1.0
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,3105.13,29858704547.0,10.0,29858704547.0,45990430.0,3327.47,3105.07,-142.3215409440627,-4.38256,-1307080882.5876198,-4.19396,9610974.638286902,9610974.638286902,,4829.57,-35.63971,2021-11-10T14:40:47.256Z,482.9,543.68402,2020-12-22T04:08:21.854Z,,2025-01-13T11:19:35.277Z,,10000000.0,42378.511491241006,0.5,1.0
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.219699,18926581101.0,11.0,18926719190.0,873227263.0,0.238102,0.219669,-0.0172690180195466,-7.28749,-1463897445.0995443,-7.17932,86173758941.14937,86174387670.78299,,0.431288,-48.77285,2024-12-04T00:10:40.323Z,0.00180434,12144.72776,2017-11-12T00:00:00.000Z,"{'times': 114.63099135606768, 'currency': 'usd', 'percentage': 11463.099135606768}",2025-01-13T11:19:39.570Z,,10000000.0,29739.798989531544,0.5,1.0
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,33.84,13897235689.0,12.0,15194149257.0,313793031.0,37.39,33.83,-2.900184758154758,-7.89269,-1173081319.3054142,-7.78405,410795650.9671117,449131796.7578507,720000000.0,144.96,-76.59399,2021-11-21T14:18:56.538Z,2.8,1111.31249,2020-12-31T13:15:21.540Z,,2025-01-13T11:19:41.658Z,,10000000.0,39466.8240400911,0.5,1.0
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,4.41,13266123814.0,13.0,44079807802.0,1438399100.0,4.85,4.4,-0.4339623652826416,-8.95911,-1316275285.8667965,-9.02647,3009569341.533888,10000000000.0,10000000000.0,5.35,-17.28291,2025-01-04T22:56:18.063Z,0.364846,1112.16104,2023-10-19T10:40:30.078Z,,2025-01-13T11:19:42.148Z,,10000000.0,13565.147912617915,0.5,1.0
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,3735.53,13157376297.0,14.0,13157376297.0,23608558.0,3954.02,3735.44,-129.0259380198204,-3.3387,-435597294.2741394,-3.20458,3522367.770512309,3522367.770512309,,7256.02,-48.45465,2022-05-13T15:09:54.509Z,558.54,569.62809,2022-05-13T01:36:45.053Z,,2025-01-13T11:19:39.535Z,,10000000.0,18710.90836240876,0.5,1.0
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,5.07,12860321204.0,15.0,25921129000.0,209254438.0,5.4,5.05,-0.3182675769869059,-5.91163,-788527386.2611275,-5.77724,2540084027.367624,5119766815.899719,,8.25,-38.60756,2024-06-15T00:36:51.509Z,0.519364,875.63419,2021-09-21T00:33:11.092Z,,2025-01-13T11:19:36.346Z,,10000000.0,15470.791865310703,0.5,1.0
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.402507,12232138267.0,16.0,20120428278.0,394768585.0,0.438351,0.402394,-0.025922003196132,-6.05047,-775638540.1408806,-5.96288,30398397216.34887,50001786899.90237,50001786899.90237,0.875563,-53.77689,2018-01-03T00:00:00.000Z,0.00047612,84901.5944,2015-03-05T00:00:00.000Z,,2025-01-13T11:19:40.088Z,,10000000.0,16100.204467852413,0.5,1.0
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,91256.0,12029440720.0,17.0,12029440720.0,267741399.0,95511.0,91262.0,-2749.1000481091905,-2.92441,-360850950.3656235,-2.91237,131830.43002371,131830.43002371,131830.43002371,107645.0,-15.02366,2024-12-17T15:02:56.539Z,3139.17,2813.92467,2019-04-02T00:00:00.000Z,,2025-01-13T11:19:39.412Z,,10000000.0,39036.736288034386,0.5,1.0
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,2.025e-05,11924567566.0,18.0,11929690808.0,424484573.0,2.207e-05,2.023e-05,-1.409652835721e-06,-6.50944,-815663549.5907726,-6.40227,589255265545172.6,589508431714503.1,,8.616e-05,-76.45146,2021-10-28T03:54:55.568Z,5.6366e-11,35995004.25278,2020-11-28T11:26:25.838Z,,2025-01-13T11:19:41.987Z,,10000000.0,38142.4194100011,0.5,1.0
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,18.36,11585028618.0,19.0,18356883420.0,691398915.0,20.3,18.34,-1.6076414307928315,-8.05251,-992897574.2043266,-7.89397,631099972.3083414,1000000000.0,1000000000.0,52.7,-65.02234,2021-05-10T00:13:57.214Z,0.148183,12338.68212,2017-11-29T00:00:00.000Z,,2025-01-13T11:19:36.159Z,,10000000.0,41873.69656333155,0.5,1.0
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.264073,10095170466.0,20.0,13194000116.0,393610513.0,0.287602,0.263582,-0.0167355225692336,-5.95976,-647430620.6815453,-6.02676,38256671126.66534,50000000000.0,50000000000.0,0.569229,-53.42806,2021-09-15T10:40:28.318Z,0.00986111,2588.34772,2020-01-02T17:30:24.852Z,,2025-01-13T11:19:40.781Z,,10000000.0,28305.841196402835,0.5,1.0
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,3110.6,9831663786.0,21.0,9831663786.0,782955194.0,3321.02,3110.85,-138.4067706155215,-4.25997,-75632889.87003326,-0.76341,3160885.741863716,3160885.741863716,,4799.89,-34.96544,2021-11-09T00:00:00.000Z,82.1,3702.02183,2018-12-15T00:00:00.000Z,,2025-01-13T11:19:37.370Z,,10000000.0,20355.57593355561,0.5,1.0
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,6.14,9352799294.0,22.0,9352799294.0,264579976.0,6.79,6.14,-0.5422216193592586,-8.11017,-794715648.3075924,-7.83163,1522267060.0,1522267060.0,,54.98,-88.78938,2021-11-04T14:10:09.301Z,2.7,128.50053,2020-08-20T05:48:11.359Z,,2025-01-13T11:19:42.307Z,,10000000.0,40163.9169355005,0.5,1.0
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,9.16,8467123589.0,23.0,9024912575.0,644990.0,9.34,9.14,-0.1275797470407322,-1.37376,-149775243.02249336,-1.73816,924346310.9,985239504.0,,9.79,-6.41755,2024-12-18T21:46:10.173Z,0.799859,1045.35089,2019-12-24T15:14:35.376Z,,2025-01-13T11:19:41.408Z,,10000000.0,32706.886058868986,0.5,1.0
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,414.32,8203278217.0,24.0,8693806909.0,308081474.0,462.73,414.1,-25.84808031433147,-5.87232,-501326763.2697811,-5.75933,19815121.77165078,21000000.0,21000000.0,3785.82,-88.99291,2017-12-20T00:00:00.000Z,76.93,441.63843,2018-12-16T00:00:00.000Z,,2025-01-13T11:19:36.251Z,,10000000.0,39726.84408369515,0.5,1.0
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,6.4,7631982832.0,25.0,7631982832.0,651171443.0,7.17,6.35,-0.6835082231862595,-9.65573,-879427545.5651951,-10.33234,1199999994.2,1199999994.2,2000000000.0,8.45,-24.47187,2024-12-27T11:41:24.992Z,0.0142795,44596.03617,2020-06-25T04:17:05.895Z,,2025-01-13T11:19:34.360Z,,10000000.0,13022.141017843647,0.5,1.0
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,12.55,7531098246.0,26.0,12541732774.0,279833340.0,13.9,12.54,-1.153448613253497,-8.41559,-669885592.6105413,-8.16836,600483073.71,1000000000.0,1000000000.0,44.92,-71.93096,2021-05-03T05:25:04.822Z,1.03,1123.88145,2020-09-17T01:20:38.214Z,,2025-01-13T11:19:40.308Z,,10000000.0,19592.93000225388,0.5,1.0
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,95.35,7189678739.0,27.0,8008279652.0,456826580.0,104.22,95.32,-8.04892673550927,-7.78424,-595769725.6122017,-7.65235,75413576.98347135,84000000.0,84000000.0,410.26,-76.65703,2021-05-10T03:13:07.904Z,1.15,8235.94086,2015-01-14T00:00:00.000Z,,2025-01-13T11:19:42.101Z,,10000000.0,26794.478186153025,0.5,1.0
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,1.636e-05,6877788243.0,28.0,6877788243.0,1048520131.0,1.821e-05,1.635e-05,-1.284093871259e-06,-7.27604,-528542093.711503,-7.13636,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-41.35313,2024-12-09T16:30:35.828Z,5.5142e-08,29709.46993,2023-04-18T02:14:41.591Z,,2025-01-13T11:19:33.868Z,,10000000.0,37511.2251010028,0.5,1.0
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,19.53,6520224302.0,29.0,19525640661.0,170021662.0,23.07,19.29,-1.660653449605089,-7.83729,-519874695.3389063,-7.38448,333928180.0,999990391.0,1000000000.0,34.96,-43.3172,2024-12-22T03:56:00.276Z,3.81,420.27497,2024-11-29T09:30:30.871Z,,2025-01-13T11:19:40.876Z,,10000000.0,30760.059508080252,0.5,1.0
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3282.94,6175239873.0,30.0,6175239873.0,8192034.0,3515.68,3282.74,-151.4830745876875,-4.41072,-277655543.6282406,-4.30281,1880862.48870801,1880862.48870801,,4311.81,-23.53879,2024-12-06T20:32:25.758Z,2231.18,47.76351,2024-01-08T03:35:28.624Z,,2025-01-13T11:19:39.374Z,,10000000.0,31399.959717343892,0.5,1.0
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.993528,6034350489.0,31.0,6034350489.0,7611191.0,1.006,0.992062,-0.007626087234458,-0.76173,50021596.0,0.83588,6073210752.685652,6073210752.685652,,1.057,-5.65866,2024-10-29T05:40:51.197Z,0.948265,5.19125,2024-10-03T13:19:28.826Z,,2025-01-13T11:19:36.293Z,,10000000.0,17545.025101068306,0.5,1.0
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.996474,5768424829.0,32.0,5768424829.0,78504563.0,1.006,0.990011,-0.0036705681141281,-0.367,-15353468.859140396,-0.26546,5788475774.465169,5788475774.465169,,1.032,-3.23833,2023-12-20T15:38:34.596Z,0.929486,7.44217,2024-10-04T07:57:15.809Z,,2025-01-13T11:19:36.344Z,,10000000.0,44544.06448459454,0.5,1.0
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,4.53,5316569245.0,33.0,5567677685.0,264468472.0,5.08,4.53,-0.4841601982420425,-9.65942,-530303490.93408585,-9.06987,1174497105.0,1229970122.0,,20.44,-77.77792,2022-01-16T22:09:45.873Z,0.526762,762.20559,2020-11-04T16:09:15.137Z,,2025-01-13T11:19:42.427Z,,10000000.0,39324.038279976376,0.5,1.0
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,8.26,4713790100.0,34.0,9374898396.0,313930815.0,9.07,8.22,-0.6617359145082524,-7.41953,-276546423.1140938,-5.54164,571004614.1895105,1135627621.929657,,19.92,-58.53578,2023-01-26T14:25:17.390Z,3.08,168.19437,2022-12-29T21:35:14.796Z,,2025-01-13T11:19:34.258Z,,10000000.0,35597.851900549584,0.5,1.0
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,9.51,4552871573.0,35.0,5022520630.0,190085574.0,10.52,9.48,-0.8420259194319222,-8.13655,-391896890.2769423,-7.92549,479352442.0275531,528799789.4296555,,700.65,-98.64371,2021-05-10T16:05:53.653Z,2.87,231.68276,2023-09-22T00:29:57.369Z,,2025-01-13T11:19:42.676Z,,10000000.0,40648.86499252675,0.5,1.0
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,260.74,3923932100.0,36.0,4173297659.0,404779736.0,295.32,260.82,-28.4714912414575,-9.84468,-420659964.4490967,-9.68238,15043957.734691896,16000000.0,16000000.0,661.69,-60.34163,2021-05-18T21:19:59.514Z,26.02,908.39273,2020-11-05T09:20:11.928Z,,2025-01-13T11:19:42.502Z,,10000000.0,28365.782658557513,0.5,1.0
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,191.98,3541581323.0,38.0,3541581323.0,58810539.0,208.48,192.01,-8.013580615818853,-4.007,-147949475.4241519,-4.00998,18446744.07370955,18446744.07370955,,542.33,-64.43871,2018-01-09T00:00:00.000Z,0.216177,89113.11799,2015-01-14T00:00:00.000Z,,2025-01-13T11:19:42.019Z,,10000000.0,25482.34255280927,0.5,1.0
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,1.052,3539724680.0,37.0,6542843612.0,98828344.0,1.16,1.052,-0.0949144414681779,-8.27636,-318526396.08145714,-8.25572,3364694382.83684,6219316794.99,6219316794.99,1.54,-31.00203,2024-04-08T09:45:25.482Z,0.307978,244.72672,2023-10-18T02:50:46.942Z,,2025-01-13T11:19:41.572Z,,10000000.0,23184.542777363007,0.5,1.0
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.41826,3530168802.0,39.0,4338269136.0,65630093.0,0.459608,0.419558,-0.0353188426942561,-7.78671,-288321247.4845786,-7.55066,8414469887.506379,10340648579.12308,,1.29,-67.25068,2024-03-13T18:55:06.692Z,0.286453,47.20296,2024-11-04T21:55:33.611Z,,2025-01-13T11:19:34.546Z,,10000000.0,29562.69712263275,0.5,1.0
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,23.48,3528893732.0,40.0,4945923421.0,145937244.0,25.75,23.48,-1.865378159976597,-7.35919,-275545215.0553899,-7.24273,150333486.0144937,210700000.0,210700000.0,167.09,-85.85864,2021-05-06T18:34:22.133Z,0.615038,3741.73626,2016-07-25T00:00:00.000Z,"{'times': 51.182740697132736, 'currency': 'usd', 'percentage': 5118.274069713273}",2025-01-13T11:19:36.448Z,,10000000.0,12863.211477135708,0.5,1.0
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.129244,3517698542.0,41.0,3876971384.0,20846719.0,0.140155,0.129162,-0.0097367248102704,-7.00579,-261828523.65867472,-6.92755,27219947173.90145,30000000000.0,,0.965407,-86.56575,2021-11-24T15:53:54.855Z,0.0121196,970.12833,2019-02-08T00:00:00.000Z,,2025-01-13T11:19:35.535Z,,10000000.0,25057.426796323092,0.5,1.0
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,3.62,3474737620.0,42.0,6525816790.0,57099581.0,3.82,3.62,-0.1983783343989227,-5.19842,-185827445.48638964,-5.07647,960224455.6999998,1803373250.25,,4.55,-20.24578,2024-12-11T17:15:48.902Z,0.01726188,20903.09273,2023-10-12T17:25:09.068Z,,2025-01-13T11:19:41.686Z,,10000000.0,18339.173790670095,0.5,1.0
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.99977,3450196102.0,43.0,3450196102.0,77402072.0,1.0,0.999616,7.85e-06,0.00079,16968811.0,0.49425,3450940778.840171,3450940778.840171,,1.22,-17.98298,2020-03-13T03:02:50.373Z,0.88196,13.35329,2023-03-11T07:50:50.514Z,,2025-01-13T11:19:36.359Z,,10000000.0,20507.095295793923,0.5,1.0
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,6.52,3379816197.0,44.0,3476178746.0,112967630.0,7.31,6.53,-0.6613730482503604,-9.20871,-331712354.92985964,-8.93735,517697726.6875945,532457899.9675945,,13.53,-51.51357,2024-03-17T16:30:24.636Z,0.03665669,17802.56949,2020-06-16T13:22:25.900Z,,2025-01-13T11:19:34.704Z,,10000000.0,21945.575987366363,0.5,1.0
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.04104143,3318340279.0,45.0,3523213934.0,61894442.0,0.04680613,0.04099011,-0.0034399478726077,-7.73346,-282283457.07167053,-7.83985,80985041177.0,85985041177.0,86712634466.0,0.280991,-85.34884,2021-04-19T01:08:21.675Z,0.00191713,2047.39642,2020-03-13T02:29:59.652Z,"{'times': 3.6226510280393067, 'currency': 'eth', 'percentage': 362.26510280393063}",2025-01-13T11:19:36.651Z,,10000000.0,35604.81218087781,0.5,1.0
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,402.02,3274233417.0,46.0,8441084103.0,146189442.0,454.61,401.87,-38.51339388298709,-8.74241,-304435419.42018795,-8.50695,8145743.0,21000000.0,21000000.0,757.6,-46.65177,2024-03-07T18:45:36.466Z,30.83,1210.96075,2023-05-14T08:57:53.732Z,,2025-01-13T11:19:39.269Z,,10000000.0,44047.28302316476,0.5,1.0
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.18,3074027107.0,47.0,3203285508.0,323828488.0,1.33,1.18,-0.1233818379274513,-9.46728,-319723643.4273877,-9.42095,2604959126.672,2714493896.672,2714493896.672,3.45,-65.66506,2024-03-28T17:21:18.050Z,0.00816959,14417.00108,2020-03-13T02:24:18.347Z,"{'times': 12.608562090873402, 'currency': 'usd', 'percentage': 1260.8562090873402}",2025-01-13T11:19:36.687Z,,10000000.0,28978.142955614385,0.5,1.0
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,37.53,3003939542.0,48.0,3755112228.0,30974285.0,42.77,37.43,-5.137232251748223,-12.03917,-408588399.7608299,-11.97319,79995999.05112354,100000000.0,100000000.0,50.43,-25.27006,2025-01-03T19:12:43.038Z,0.111255,33774.80342,2019-04-28T00:00:00.000Z,"{'times': 128.2040071088552, 'currency': 'usd', 'percentage': 12820.400710885518}",2025-01-13T11:19:36.195Z,,10000000.0,39492.62190173552,0.5,1.0
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,4.74,2942358855.0,49.0,9284066751.0,219382384.0,5.21,4.73,-0.3892518451428177,-7.58749,-237985701.44087029,-7.48302,621075769.0,1959689209.0,1959689276.0,236.84,-97.99899,2021-04-01T13:29:41.564Z,2.64,79.44892,2022-12-16T22:45:28.552Z,,2025-01-13T11:19:36.740Z,,10000000.0,35004.36036715408,0.5,1.0
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.674262,2836187636.0,50.0,6736608568.0,301831835.0,0.746685,0.673579,-0.0584089857977352,-7.97206,-243603076.1486216,-7.90973,4210111968.0,10000000000.0,10000000000.0,2.39,-71.75275,2024-01-12T12:29:59.231Z,0.431578,56.4468,2024-08-05T11:35:54.024Z,,2025-01-13T11:19:33.956Z,,10000000.0,16705.050269379117,0.5,1.0
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.110637,2822139800.0,51.0,2822573344.0,81509617.0,0.119562,0.110671,-0.0061131233806841,-5.23608,-156820951.07952783,-5.26428,25508724839.20588,25512643557.46232,28704026601.0,0.207411,-46.50042,2024-08-01T00:40:47.164Z,0.00017105,64772.42975,2022-05-26T14:42:59.316Z,,2025-01-13T11:19:41.220Z,,10000000.0,31038.392332338728,0.5,1.0
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.330007,2760366526.0,52.0,2760366570.0,164374625.0,0.372139,0.329966,-0.0361184103338256,-9.86505,-300372488.73692083,-9.81372,8366662401.010559,8366662533.976583,10000000000.0,3.56,-90.66761,2019-06-20T14:51:19.480Z,0.087513,279.75967,2023-09-11T19:42:08.247Z,"{'times': -0.8624972730167793, 'currency': 'usd', 'percentage': -86.24972730167792}",2025-01-13T11:19:42.941Z,,10000000.0,47809.698066656914,0.5,1.0
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,45.33,2725622916.0,53.0,10718861239.0,5180963.0,48.34,45.55,-2.38802857325544,-5.00481,-137167934.67506552,-4.79141,60000000.0,235957685.3,300000000.0,73.8,-37.65843,2024-03-14T00:30:12.502Z,0.580608,7824.47989,2019-01-14T00:00:00.000Z,,2025-01-13T11:19:42.426Z,,10000000.0,47791.25837136251,0.5,1.0
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.78529,2381128739.0,54.0,11776834565.0,529135933.0,0.916335,0.780051,-0.1082063067136001,-12.11044,-323146878.403522,-11.94948,3032812500.0,15000000000.0,,1.52,-48.14852,2024-04-11T13:15:15.057Z,0.195078,303.40325,2024-09-06T21:04:48.253Z,,2025-01-13T11:19:36.427Z,,10000000.0,16717.87645424706,0.5,1.0
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,6.06,2369614520.0,55.0,2371080275.0,183094448.0,6.67,6.07,-0.4535586822537043,-6.95799,-176592602.9131317,-6.93552,390688369.813272,390930035.085365,,44.45,-86.28508,2022-01-17T00:34:41.497Z,1.16,425.49169,2020-03-13T02:27:44.591Z,"{'times': 59.64969082605605, 'currency': 'usd', 'percentage': 5964.969082605605}",2025-01-13T11:19:40.171Z,,10000000.0,17321.683015150265,0.5,1.0
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,2.34,2348342718.0,56.0,2348342718.0,381617305.0,2.83,2.35,-0.4802251719614738,-17.03193,-476178738.0062447,-16.85874,1000000000.0,1000000000.0,1000000000.0,5.07,-53.40665,2025-01-02T06:15:38.599Z,0.00748604,31424.79111,2024-01-23T20:55:21.653Z,,2025-01-13T11:19:37.159Z,,10000000.0,16782.291032093646,0.5,1.0
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,17.66,2222113119.0,57.0,5298505175.0,16217766.0,18.48,17.5,-0.7266974044861954,-3.95239,-93700437.75704908,-4.04611,125815473.19980882,300000000.0,,18.65,-4.86637,2025-01-11T21:57:37.411Z,0.25754,6789.32155,2020-03-13T02:18:02.481Z,,2025-01-13T11:19:40.183Z,,10000000.0,47349.80939836095,0.5,1.0
